Year,COUNTY,MONTH,FEL_BEGINNING_CASELOAD,FEL_REC_COURT,FEL_REC_REINSTATED,FEL_REC_OTHER,FEL_RMVD_TERMINATED,FEL_RMVD_REVOKED,FEL_RMVD_OTHER,FEL_ENDING_CASELOAD,MISD_BEGINNING_CASELOAD,MISD_REC_COURT,MISD_REC_REINSTATED,MISD_REC_OTHER,MISD_RMVD_TERMINATED,MISD_RMVD_REVOKED,MISD_RMVD_OTHER,MISD_ENDING_CASELOAD,FEL_REC_TOTAL,FEL_RMVD_TOTAL,MISD_REC_TOTAL,MISD_RMVD_TOTAL,ALL_RMVD_OTHER,ALL_RMVD_REVOKED,ALL_RMVD_TERM,ALL_RMVD_TOTAL,ALL_REC_OTHER,ALL_REC_REINST,ALL_REC_COURT,ALL_REC_TOTAL
2007,Lake County,August,570,12,15,0,9,10,0,578,6,0,0,0,0,0,0,6,27,19,0,0,0,10,9,19,0,15,12,27
2007,Lake County,September,578,10,15,0,8,0,0,595,6,0,0,0,0,0,0,6,25,8,0,0,0,0,8,8,0,15,10,25
2007,Lake County,October,595,10,14,0,5,6,0,608,6,0,0,0,0,0,0,6,24,11,0,0,0,6,5,11,0,14,10,24
2007,Lake County,November,608,15,0,0,13,0,0,610,6,0,0,0,0,0,0,6,15,13,0,0,0,0,13,13,0,0,15,15
2007,Lake County,December,610,16,20,0,1,3,0,642,6,0,0,0,0,0,0,6,36,4,0,0,0,3,1,4,0,20,16,36
2007,Lassen County,January,206,16,0,0,3,0,0,219,172,10,0,0,4,0,0,178,16,3,10,4,0,0,7,7,0,0,26,26
2007,Lassen County,February,219,13,0,0,4,0,0,228,178,7,0,0,3,0,0,182,13,4,7,3,0,0,7,7,0,0,20,20
2007,Lassen County,March,228,13,0,0,4,0,0,237,182,6,0,0,2,0,0,186,13,4,6,2,0,0,6,6,0,0,19,19
2007,Lassen County,April,237,12,0,0,3,0,0,246,186,8,0,0,1,0,0,193,12,3,8,1,0,0,4,4,0,0,20,20
2007,Lassen County,May,246,15,0,0,1,0,0,260,193,9,0,0,1,0,0,201,15,1,9,1,0,0,2,2,0,0,24,24
2007,Lassen County,June,358,9,0,0,3,3,3,358,205,10,0,0,4,1,1,209,9,9,10,6,4,4,7,15,0,0,19,19
2007,Lassen County,July,361,11,0,0,4,4,4,360,210,9,0,0,9,2,2,206,11,12,9,13,6,6,13,25,0,0,20,20
2007,Lassen County,August,364,16,0,0,4,3,3,370,208,5,0,0,2,3,3,205,16,10,5,8,6,6,6,18,0,0,21,21
2007,Lassen County,September,372,8,0,0,10,4,4,362,208,5,0,0,5,6,6,196,8,18,5,17,10,10,15,35,0,0,13,13
2007,Lassen County,October,366,8,0,0,4,3,3,364,201,1,0,0,3,1,1,197,8,10,1,5,4,4,7,15,0,0,9,9
2007,Lassen County,November,367,7,0,0,3,3,3,365,198,2,0,0,3,2,2,193,7,9,2,7,5,5,6,16,0,0,9,9
2007,Lassen County,December,368,6,0,0,7,6,6,355,195,3,0,0,7,2,1,188,6,19,3,10,7,8,14,29,0,0,9,9
2007,Los Angeles County,January,55037,1272,560,0,931,1257,48,54633,6744,39,56,0,136,65,74,6564,1832,2236,95,275,122,1322,1067,2511,0,616,1311,1927
2007,Los Angeles County,February,55055,1098,452,0,849,1064,57,54635,6682,32,47,0,121,54,41,6545,1550,1970,79,216,98,1118,970,2186,0,499,1130,1629
2007,Los Angeles County,March,54678,1359,549,0,1107,1211,75,54193,6477,47,50,0,206,41,60,6267,1908,2393,97,307,135,1252,1313,2700,0,599,1406,2005
2007,Los Angeles County,April,54539,1218,566,0,949,1065,56,54253,6308,44,24,0,135,36,56,6149,1784,2070,68,227,112,1101,1084,2297,0,590,1262,1852
2007,Los Angeles County,May,54737,1373,512,0,988,1099,53,54482,6272,45,32,0,180,44,69,6056,1885,2140,77,293,122,1143,1168,2433,0,544,1418,1962
2007,Los Angeles County,June,54872,1185,463,0,993,1128,78,54321,6202,51,36,0,142,34,60,6053,1648,2199,87,236,138,1162,1135,2435,0,499,1236,1735
2007,Los Angeles County,July,54986,1174,512,0,832,1090,49,54701,6178,46,35,0,135,27,44,6053,1686,1971,81,206,93,1117,967,2177,0,547,1220,1767
2007,Los Angeles County,August,55043,1209,512,0,940,1075,47,54702,6119,48,35,0,136,36,49,5981,1721,2062,83,221,96,1111,1076,2283,0,547,1257,1804
2007,Los Angeles County,September,55266,1098,429,0,826,989,42,54936,6159,53,27,0,116,23,31,6069,1527,1857,80,170,73,1012,942,2027,0,456,1151,1607
2007,Los Angeles County,October,55119,1209,448,0,851,1027,41,54857,6098,45,25,0,109,33,50,5976,1657,1919,70,192,91,1060,960,2111,0,473,1254,1727
2007,Los Angeles County,November,55318,1019,457,0,762,919,36,55077,6016,44,21,0,115,30,36,5900,1476,1717,65,181,72,949,877,1898,0,478,1063,1541
2007,Los Angeles County,December,55623,922,376,0,764,736,37,55384,5978,35,15,0,127,16,34,5851,1298,1537,50,177,71,752,891,1714,0,391,957,1348
2007,Madera County,January,2442,51,32,0,66,47,0,2412,809,24,7,0,27,17,0,796,83,113,31,44,0,64,93,157,0,39,75,114
2007,Madera County,February,2412,35,41,0,11,83,0,2394,796,16,3,0,7,13,0,795,76,94,19,20,0,96,18,114,0,44,51,95
2007,Madera County,March,2394,60,36,0,33,64,0,2393,795,24,15,0,23,41,0,770,96,97,39,64,0,105,56,161,0,51,84,135
2007,Madera County,April,2393,60,34,0,23,66,0,2398,770,22,4,0,5,13,0,778,94,89,26,18,0,79,28,107,0,38,82,120
2007,Madera County,May,2398,58,47,0,18,72,0,2413,778,30,5,0,1,22,0,790,105,90,35,23,0,94,19,113,0,52,88,140
2007,Madera County,June,2413,62,40,0,21,76,0,2418,790,48,12,0,10,21,0,819,102,97,60,31,0,97,31,128,0,52,110,162
2007,Madera County,July,2418,36,21,0,16,42,0,2417,819,25,5,0,14,13,0,822,57,58,30,27,0,55,30,85,0,26,61,87
2007,Madera County,August,2417,59,36,0,27,63,0,2422,822,18,2,0,8,16,0,818,95,90,20,24,0,79,35,114,0,38,77,115
2007,Madera County,September,2422,57,44,0,14,90,0,2419,818,25,13,0,11,31,0,814,101,104,38,42,0,121,25,146,0,57,82,139
2007,Madera County,October,2419,54,56,0,14,90,0,2425,814,19,17,0,6,33,0,811,110,104,36,39,0,123,20,143,0,73,73,146
2007,Madera County,November,2425,43,49,0,19,76,0,2422,811,24,12,0,11,30,0,806,92,95,36,41,0,106,30,136,0,61,67,128
2007,Madera County,December,2422,61,50,0,15,102,0,2416,806,21,29,0,12,53,0,791,111,117,50,65,0,155,27,182,0,79,82,161
2007,Marin County,January,1292,40,10,0,23,22,0,1297,1296,42,10,0,21,18,0,1309,50,45,52,39,0,40,44,84,0,20,82,102
2007,Marin County,February,1297,19,5,0,34,14,0,1273,1309,29,7,0,41,27,0,1277,24,48,36,68,0,41,75,116,0,12,48,60
2007,Marin County,March,1273,42,11,0,25,20,0,1281,1277,36,9,0,42,41,0,1239,53,45,45,83,0,61,67,128,0,20,78,98
2007,Marin County,April,1281,25,6,0,31,31,0,1250,1239,39,10,0,46,37,0,1205,31,62,49,83,0,68,77,145,0,16,64,80
2007,Marin County,May,1250,38,9,0,10,10,0,1277,1205,28,7,0,24,3,0,1213,47,20,35,27,0,13,34,47,0,16,66,82
2007,Marin County,June,1277,31,8,0,15,30,0,1271,1213,28,7,0,23,19,0,1206,39,45,35,42,0,49,38,87,0,15,59,74
2007,Marin County,July,1271,37,9,0,14,21,0,1282,1206,46,12,0,20,23,0,1221,46,35,58,43,0,44,34,78,0,21,83,104
2007,Marin County,August,1282,41,10,0,23,34,0,1276,1221,34,9,0,34,28,0,1202,51,57,43,62,0,62,57,119,0,19,75,94
2007,Marin County,September,1276,35,9,0,22,19,0,1279,1202,34,9,0,19,19,0,1207,44,41,43,38,0,38,41,79,0,18,69,87
2007,Marin County,October,1279,20,5,0,17,16,0,1271,1207,28,7,0,28,17,0,1197,25,33,35,45,0,33,45,78,0,12,48,60
2007,Marin County,November,1271,26,7,0,15,18,0,1271,1197,37,9,0,15,20,0,1208,33,33,46,35,0,38,30,68,0,16,63,79
2007,Marin County,December,1271,30,8,0,8,13,0,1288,1208,34,8,0,8,20,0,1222,38,21,42,28,0,33,16,49,0,16,64,80
2007,Mariposa County,January,163,2,3,0,3,7,0,158,260,12,11,0,4,14,1,264,5,10,23,19,1,21,7,29,0,14,14,28
2007,Mariposa County,February,158,2,0,0,1,0,0,159,264,14,0,0,5,4,0,269,2,1,14,9,0,4,6,10,0,0,16,16
2007,Mariposa County,March,159,3,0,0,3,1,0,158,269,6,2,0,8,3,0,266,3,4,8,11,0,4,11,15,0,2,9,11
2007,Mariposa County,April,158,2,0,0,1,1,0,158,266,14,1,0,4,2,0,275,2,2,15,6,0,3,5,8,0,1,16,17
2007,Mariposa County,May,158,7,0,0,4,0,0,161,275,14,0,0,13,6,0,270,7,4,14,19,0,6,17,23,0,0,21,21
2007,Mariposa County,June,161,1,6,0,2,2,0,164,270,14,5,0,3,4,0,282,7,4,19,7,0,6,5,11,0,11,15,26
2007,Mariposa County,July,164,4,4,0,2,4,0,166,282,9,8,0,5,11,0,283,8,6,17,16,0,15,7,22,0,12,13,25
2007,Mariposa County,August,166,11,4,0,3,2,0,176,283,19,8,0,6,11,0,293,15,5,27,17,0,13,9,22,0,12,30,42
2007,Mariposa County,September,176,3,1,0,1,1,0,178,293,5,1,0,2,1,0,296,4,2,6,3,0,2,3,5,0,2,8,10
2007,Mariposa County,October,178,4,3,0,6,5,0,174,296,8,5,0,7,11,0,291,7,11,13,18,0,16,13,29,0,8,12,20
2007,Mariposa County,November,174,5,1,0,12,3,0,165,291,11,4,0,14,11,0,281,6,15,15,25,0,14,26,40,0,5,16,21
2007,Mariposa County,December,165,6,7,0,8,8,0,162,281,13,4,0,8,7,0,283,13,16,17,15,0,15,16,31,0,11,19,30
2007,Mendocino County,January,1186,17,19,0,5,2,0,1215,152,1,2,0,0,2,0,153,36,7,3,2,0,4,5,9,0,21,18,39
2007,Mendocino County,February,1215,14,16,0,5,7,0,1233,153,0,0,0,4,0,0,149,30,12,0,4,0,7,9,16,0,16,14,30
2007,Mendocino County,March,1233,22,12,0,7,6,0,1254,149,0,1,0,0,2,0,148,34,13,1,2,0,8,7,15,0,13,22,35
2007,Mendocino County,April,1254,17,20,0,7,7,0,1277,148,0,1,0,1,0,0,148,37,14,1,1,0,7,8,15,0,21,17,38
2007,Mendocino County,May,1277,18,15,0,10,11,0,1289,148,0,1,0,0,0,0,149,33,21,1,0,0,11,10,21,0,16,18,34
2007,Mendocino County,June,1289,29,13,0,7,4,0,1320,149,0,2,0,0,0,0,151,42,11,2,0,0,4,7,11,0,15,29,44
2007,Mendocino County,July,1320,41,26,0,11,8,0,1368,151,1,2,0,1,0,0,153,67,19,3,1,0,8,12,20,0,28,42,70
2007,Mendocino County,August,1368,31,16,0,4,10,0,1401,153,0,1,0,2,2,0,150,47,14,1,4,0,12,6,18,0,17,31,48
2007,Mendocino County,September,1401,16,10,0,6,11,0,1410,150,0,2,0,1,1,0,150,26,17,2,2,0,12,7,19,0,12,16,28
2007,Mendocino County,October,1410,17,30,0,7,12,0,1438,150,1,2,0,2,0,0,151,47,19,3,2,0,12,9,21,0,32,18,50
2007,Mendocino County,November,1438,22,7,0,15,5,0,1447,151,1,2,1,1,0,0,154,29,20,4,1,0,5,16,21,1,9,23,33
2007,Mendocino County,December,1447,20,10,0,5,6,0,1466,154,0,0,0,2,0,0,152,30,11,0,2,0,6,7,13,0,10,20,30
2007,Merced County,January,3514,141,100,0,179,76,10,3490,0,0,0,0,0,0,0,0,241,265,0,0,10,76,179,265,0,100,141,241
2007,Merced County,February,3490,87,59,0,115,66,11,3444,0,0,0,0,0,0,0,0,146,192,0,0,11,66,115,192,0,59,87,146
2007,Merced County,March,3444,158,102,0,187,91,22,3404,0,0,0,0,0,0,0,0,260,300,0,0,22,91,187,300,0,102,158,260
2007,Merced County,April,3404,149,86,0,89,30,6,3514,0,0,0,0,0,0,0,0,235,125,0,0,6,30,89,125,0,86,149,235
2007,Merced County,May,3514,161,100,0,143,89,12,3531,0,0,0,0,0,0,0,0,261,244,0,0,12,89,143,244,0,100,161,261
2007,Merced County,June,3531,123,97,0,110,71,3,3567,0,0,0,0,0,0,0,0,220,184,0,0,3,71,110,184,0,97,123,220
2007,Merced County,July,3567,107,98,0,195,102,13,3462,0,0,0,0,0,0,0,0,205,310,0,0,13,102,195,310,0,98,107,205
2007,Merced County,August,3462,124,112,0,165,77,22,3434,0,0,0,0,0,0,0,0,236,264,0,0,22,77,165,264,0,112,124,236
2007,Merced County,September,3434,109,82,0,73,79,5,3468,0,0,0,0,0,0,0,0,191,157,0,0,5,79,73,157,0,82,109,191
2007,Merced County,October,3468,93,76,0,171,80,5,3381,0,0,0,0,0,0,0,0,169,256,0,0,5,80,171,256,0,76,93,169
2007,Merced County,November,3381,98,77,0,163,87,7,3299,0,0,0,0,0,0,0,0,175,257,0,0,7,87,163,257,0,77,98,175
2007,Merced County,December,3299,116,101,0,146,94,8,3268,0,0,0,0,0,0,0,0,217,248,0,0,8,94,146,248,0,101,116,217
2007,Modoc County,January,143,4,0,0,2,0,0,145,185,2,0,0,1,0,0,186,4,2,2,1,0,0,3,3,0,0,6,6
2007,Modoc County,February,145,2,0,0,1,1,0,145,186,3,0,0,1,0,0,188,2,2,3,1,0,1,2,3,0,0,5,5
2007,Modoc County,March,145,2,0,0,5,0,0,142,188,2,0,0,4,0,0,186,2,5,2,4,0,0,9,9,0,0,4,4
2007,Modoc County,April,142,2,1,0,2,0,0,143,186,3,0,0,2,1,0,186,3,2,3,3,0,1,4,5,0,1,5,6
2007,Modoc County,May,143,2,0,0,0,2,0,143,186,2,0,0,1,0,0,187,2,2,2,1,0,2,1,3,0,0,4,4
2007,Modoc County,June,143,6,1,0,3,1,0,146,187,1,0,0,1,0,0,187,7,4,1,1,0,1,4,5,0,1,7,8
2007,Modoc County,July,146,4,0,0,3,2,0,145,187,2,0,0,2,0,0,187,4,5,2,2,0,2,5,7,0,0,6,6
2007,Modoc County,August,145,3,0,0,4,1,0,143,187,0,0,0,2,0,0,185,3,5,0,2,0,1,6,7,0,0,3,3
2007,Modoc County,September,143,3,2,0,4,0,0,144,185,2,0,0,0,0,0,187,5,4,2,0,0,0,4,4,0,2,5,7
2007,Modoc County,October,144,2,0,0,5,2,0,139,187,1,0,0,1,0,0,187,2,7,1,1,0,2,6,8,0,0,3,3
2007,Modoc County,November,140,4,2,0,4,0,0,142,187,1,0,0,2,0,0,186,6,4,1,2,0,0,6,6,0,2,5,7
2007,Modoc County,December,144,2,0,0,4,1,0,141,186,1,2,0,1,0,0,188,2,5,3,1,0,1,5,6,0,2,3,5
2007,Mono County,January,142,1,0,0,4,0,0,139,96,3,0,0,2,0,0,97,1,4,3,2,0,0,6,6,0,0,4,4
2007,Mono County,February,139,9,0,0,5,0,0,143,97,3,0,0,1,0,0,99,9,5,3,1,0,0,6,6,0,0,12,12
2007,Mono County,March,143,9,0,0,7,0,0,145,99,4,0,0,1,0,0,102,9,7,4,1,0,0,8,8,0,0,13,13
2007,Mono County,April,145,7,0,0,1,0,0,151,102,7,0,0,2,0,0,107,7,1,7,2,0,0,3,3,0,0,14,14
2007,Mono County,May,151,4,1,0,2,0,0,154,107,3,0,0,0,0,0,110,5,2,3,0,0,0,2,2,0,1,7,8
2007,Mono County,June,154,5,1,0,1,0,0,159,110,3,0,0,0,0,0,113,6,1,3,0,0,0,1,1,0,1,8,9
2007,Mono County,July,154,0,0,0,0,0,0,149,110,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0
2007,Mono County,August,149,1,1,0,3,0,1,147,87,0,0,1,1,0,0,87,2,4,1,1,1,0,4,5,1,1,1,3
2007,Mono County,September,147,4,2,0,4,0,0,149,87,5,1,0,3,0,0,90,6,4,6,3,0,0,7,7,0,3,9,12
2007,Mono County,October,149,4,1,0,1,1,0,152,90,3,0,0,3,0,0,90,5,2,3,3,0,1,4,5,0,1,7,8
2007,Mono County,November,152,6,1,0,2,0,0,157,90,1,0,0,5,0,0,86,7,2,1,5,0,0,7,7,0,1,7,8
2007,Mono County,December,157,1,0,0,2,0,0,156,86,4,0,0,2,0,0,88,1,2,4,2,0,0,4,4,0,0,5,5
2007,Monterey County,January,3189,78,8,0,27,13,0,3235,1533,7,1,0,5,5,0,1531,86,40,8,10,0,18,32,50,0,9,85,94
2007,Monterey County,February,3106,169,23,0,47,14,0,3237,1555,5,1,0,6,0,0,1555,192,61,6,6,0,14,53,67,0,24,174,198
2007,Monterey County,March,3237,13,21,0,45,22,0,3204,1555,9,3,0,3,2,0,1562,34,67,12,5,0,24,48,72,0,24,22,46
2007,Monterey County,April,3204,68,8,0,69,12,0,3199,1562,0,2,0,14,11,0,1539,76,81,2,25,0,23,83,106,0,10,68,78
2007,Monterey County,May,3199,38,20,0,42,28,0,3187,1539,8,1,0,9,8,0,1531,58,70,9,17,0,36,51,87,0,21,46,67
2007,Monterey County,June,3187,46,25,0,62,16,0,3180,1531,0,0,0,33,5,0,1493,71,78,0,38,0,21,95,116,0,25,46,71
2007,Monterey County,July,3180,60,19,0,40,12,0,3207,1493,11,0,0,21,13,0,1470,79,52,11,34,0,25,61,86,0,19,71,90
2007,Monterey County,August,3207,21,18,0,39,26,0,3181,1470,9,3,0,44,16,0,1422,39,65,12,60,0,42,83,125,0,21,30,51
2007,Monterey County,September,3181,46,6,0,27,10,0,3196,1422,0,1,0,21,4,20,1378,52,37,1,45,20,14,48,82,0,7,46,53
2007,Monterey County,October,3196,97,5,0,35,19,0,3244,1378,0,5,0,23,9,7,1344,102,54,5,39,7,28,58,93,0,10,97,107
2007,Monterey County,November,3244,15,6,0,41,9,0,3215,1344,0,8,0,13,8,8,1323,21,50,8,29,8,17,54,79,0,14,15,29
2007,Monterey County,December,3215,48,16,0,30,6,0,3243,1323,0,9,0,13,12,18,1289,64,36,9,43,18,18,43,79,0,25,48,73
2007,Napa County,January,1067,30,7,50,11,6,58,1079,1248,67,6,55,18,17,98,1243,87,75,128,133,156,23,29,208,105,13,97,215
2007,Napa County,February,1079,22,3,35,11,18,51,1059,1243,30,3,26,14,22,52,1214,60,80,59,88,103,40,25,168,61,6,52,119
2007,Napa County,March,1059,40,10,14,26,14,38,1045,1214,37,8,19,26,19,51,1182,64,78,64,96,89,33,52,174,33,18,77,128
2007,Napa County,April,1045,39,8,17,15,8,40,1046,1182,41,5,21,17,8,57,1167,64,63,67,82,97,16,32,145,38,13,80,131
2007,Napa County,May,1046,27,6,152,6,7,183,1035,1167,11,6,172,5,6,169,1176,185,196,189,180,352,13,11,376,324,12,38,374
2007,Napa County,June,1035,9,2,93,4,9,72,1054,1176,6,1,145,3,8,120,1197,104,85,152,131,192,17,7,216,238,3,15,256
2007,Napa County,July,1054,35,6,14,3,12,35,1059,1197,28,4,14,5,9,46,1183,55,50,46,60,81,21,8,110,28,10,63,101
2007,Napa County,August,1059,39,3,95,2,2,145,1047,1183,34,1,94,5,2,122,1183,137,149,129,129,267,4,7,278,189,4,73,266
2007,Napa County,September,1047,15,6,74,8,13,57,1064,1183,10,0,145,10,11,151,1166,95,78,155,172,208,24,18,250,219,6,25,250
2007,Napa County,October,1064,34,1,8,7,2,61,1037,1166,47,0,23,9,2,74,1151,43,70,70,85,135,4,16,155,31,1,81,113
2007,Napa County,November,1037,54,15,7,16,4,34,1059,1151,73,19,8,7,8,72,1164,76,54,100,87,106,12,23,141,15,34,127,176
2007,Napa County,December,1059,36,22,22,22,19,55,1043,1164,33,20,16,40,20,37,1136,80,96,69,97,92,39,62,193,38,42,69,149
2007,Nevada County,January,604,23,1,0,16,0,3,609,173,11,0,0,3,0,5,176,24,19,11,8,8,0,19,27,0,1,34,35
2007,Nevada County,February,609,18,2,0,14,0,2,613,176,5,1,0,7,0,7,168,20,16,6,14,9,0,21,30,0,3,23,26
2007,Nevada County,March,613,21,3,0,14,0,0,623,168,7,0,0,5,0,4,166,24,14,7,9,4,0,19,23,0,3,28,31
2007,Nevada County,April,623,16,0,0,18,0,18,603,166,6,0,0,5,0,4,163,16,36,6,9,22,0,23,45,0,0,22,22
2007,Nevada County,May,603,24,0,0,14,0,6,607,163,6,1,0,5,0,4,161,24,20,7,9,10,0,19,29,0,1,30,31
2007,Nevada County,June,607,30,0,0,18,0,4,615,161,5,0,0,14,0,3,149,30,22,5,17,7,0,32,39,0,0,35,35
2007,Nevada County,July,615,18,1,0,12,0,12,610,149,5,0,0,3,0,1,150,19,24,5,4,13,0,15,28,0,1,23,24
2007,Nevada County,August,610,16,0,0,13,0,14,599,150,5,0,0,6,0,0,149,16,27,5,6,14,0,19,33,0,0,21,21
2007,Nevada County,September,599,9,1,0,5,0,16,588,149,7,0,0,5,0,0,151,10,21,7,5,16,0,10,26,0,1,16,17
2007,Nevada County,October,588,16,2,0,33,0,18,555,151,6,0,0,11,0,1,145,18,51,6,12,19,0,44,63,0,2,22,24
2007,Nevada County,November,555,7,0,0,16,0,6,540,145,0,0,0,5,0,1,139,7,22,0,6,7,0,21,28,0,0,7,7
2007,Nevada County,December,540,12,0,0,10,0,7,535,139,4,0,0,4,0,3,136,12,17,4,7,10,0,14,24,0,0,16,16
2007,Orange County,January,16259,760,395,0,629,572,71,16142,2780,36,38,0,36,25,6,2787,1155,1272,74,67,77,597,665,1339,0,433,796,1229
2007,Orange County,February,16142,663,375,2,635,452,82,16013,2787,30,40,0,27,24,9,2797,1040,1169,70,60,91,476,662,1229,2,415,693,1110
2007,Orange County,March,16013,660,469,0,650,402,54,16036,2797,37,21,0,36,16,4,2799,1129,1106,58,56,58,418,686,1162,0,490,697,1187
2007,Orange County,April,16036,783,380,0,590,591,141,15877,2799,34,6,0,16,10,3,2810,1163,1322,40,29,144,601,606,1351,0,386,817,1203
2007,Orange County,May,15877,848,590,0,798,707,45,15765,2810,35,18,0,28,10,0,2825,1438,1550,53,38,45,717,826,1588,0,608,883,1491
2007,Orange County,June,15765,823,437,0,615,602,52,15756,2825,25,15,0,54,9,13,2789,1260,1269,40,76,65,611,669,1345,0,452,848,1300
2007,Orange County,July,15756,659,560,8,616,750,31,15586,2789,21,5,0,19,1,11,2784,1227,1397,26,31,42,751,635,1428,8,565,680,1253
2007,Orange County,August,15586,702,603,0,743,680,78,15390,2784,37,18,0,45,10,5,2779,1305,1501,55,60,83,690,788,1561,0,621,739,1360
2007,Orange County,September,15390,715,424,0,512,624,44,15349,2779,35,5,0,39,10,1,2769,1139,1180,40,50,45,634,551,1230,0,429,750,1179
2007,Orange County,October,15349,635,540,0,597,720,65,15142,2769,42,11,0,43,10,2,2767,1175,1382,53,55,67,730,640,1437,0,551,677,1228
2007,Orange County,November,15142,638,450,0,534,470,56,15170,2767,29,18,0,27,22,2,2763,1088,1060,47,51,58,492,561,1111,0,468,667,1135
2007,Orange County,December,15170,488,388,0,547,647,42,14810,2763,26,15,0,19,7,2,2776,876,1236,41,28,44,654,566,1264,0,403,514,917
2007,Placer County,January,1556,108,15,0,76,16,51,1536,1027,15,4,0,16,2,1,1027,123,143,19,19,52,18,92,162,0,19,123,142
2007,Placer County,February,1536,61,8,0,70,53,37,1445,1027,15,1,0,64,10,0,969,69,160,16,74,37,63,134,234,0,9,76,85
2007,Placer County,March,1445,108,14,1,92,8,39,1429,969,24,4,0,11,0,1,985,123,139,28,12,40,8,103,151,1,18,132,151
2007,Placer County,April,1429,58,7,0,32,19,17,1426,985,18,2,0,3,0,0,1002,65,68,20,3,17,19,35,71,0,9,76,85
2007,Placer County,May,1426,79,18,0,26,0,34,1463,1002,10,1,0,4,0,0,1009,97,60,11,4,34,0,30,64,0,19,89,108
2007,Placer County,June,1463,90,15,0,87,2,49,1430,1009,16,5,0,6,1,0,1023,105,138,21,7,49,3,93,145,0,20,106,126
2007,Placer County,July,1430,81,22,0,13,12,30,1478,1023,7,7,0,2,3,0,1032,103,55,14,5,30,15,15,60,0,29,88,117
2007,Placer County,August,1478,65,20,0,28,3,37,1495,1032,13,3,0,2,1,0,1045,85,68,16,3,37,4,30,71,0,23,78,101
2007,Placer County,September,1495,47,2,0,26,0,41,1477,1045,8,1,0,4,0,0,1050,49,67,9,4,41,0,30,71,0,3,55,58
2007,Placer County,October,1477,68,6,0,20,2,12,1517,1050,11,4,0,4,0,0,1061,74,34,15,4,12,2,24,38,0,10,79,89
2007,Placer County,November,1517,69,7,0,87,0,24,1482,1061,6,1,0,5,0,0,1063,76,111,7,5,24,0,92,116,0,8,75,83
2007,Placer County,December,1482,70,7,0,35,11,5,1508,1063,12,2,0,3,0,0,1074,77,51,14,3,5,11,38,54,0,9,82,91
2007,Plumas County,January,224,7,0,0,8,0,0,223,234,9,0,0,9,0,0,234,7,8,9,9,0,0,17,17,0,0,16,16
2007,Plumas County,February,223,1,0,0,3,0,0,221,234,2,0,0,12,0,0,224,1,3,2,12,0,0,15,15,0,0,3,3
2007,Plumas County,March,221,9,0,0,9,0,0,221,224,16,0,0,6,0,0,234,9,9,16,6,0,0,15,15,0,0,25,25
2007,Plumas County,April,221,8,0,0,12,0,0,217,234,12,0,0,3,0,0,243,8,12,12,3,0,0,15,15,0,0,20,20
2007,Plumas County,May,217,5,0,0,4,0,0,218,243,11,0,0,8,0,0,246,5,4,11,8,0,0,12,12,0,0,16,16
2007,Plumas County,June,218,9,0,0,1,0,0,226,246,14,0,0,4,0,0,256,9,1,14,4,0,0,5,5,0,0,23,23
2007,Plumas County,July,226,12,0,0,7,0,0,231,256,16,0,0,11,0,0,261,12,7,16,11,0,0,18,18,0,0,28,28
2007,Plumas County,August,231,7,9,0,7,13,0,227,261,8,7,0,3,5,0,268,16,20,15,8,0,18,10,28,0,16,15,31
2007,Plumas County,September,227,12,13,0,4,10,0,238,268,12,6,0,7,9,0,270,25,14,18,16,0,19,11,30,0,19,24,43
2007,Plumas County,October,238,3,26,0,9,24,0,234,270,15,34,0,8,44,0,267,29,33,49,52,0,68,17,85,0,60,18,78
2007,Plumas County,November,234,3,2,0,4,9,0,226,267,7,13,0,4,11,0,272,5,13,20,15,0,20,8,28,0,15,10,25
2007,Plumas County,December,226,8,13,0,1,13,0,233,272,5,3,0,3,13,0,264,21,14,8,16,0,26,4,30,0,16,13,29
2007,Riverside County,January,13287,718,292,0,669,445,0,13183,2531,137,56,0,127,85,0,2512,1010,1114,193,212,0,530,796,1326,0,348,855,1203
2007,Riverside County,February,13183,846,290,0,661,302,0,13356,2512,161,55,0,126,57,0,2545,1136,963,216,183,0,359,787,1146,0,345,1007,1352
2007,Riverside County,March,13356,1129,339,0,775,509,0,13540,2545,215,64,0,148,97,0,2579,1468,1284,279,245,0,606,923,1529,0,403,1344,1747
2007,Riverside County,April,13540,958,383,0,742,485,0,13654,2579,182,73,0,141,92,0,2601,1341,1227,255,233,0,577,883,1460,0,456,1140,1596
2007,Riverside County,May,13654,1104,348,0,871,482,0,13753,2601,210,66,0,165,91,0,2621,1452,1353,276,256,0,573,1036,1609,0,414,1314,1728
